"Z.nm.","X.nm.","Y.nm.","Genomic.coordinate","Chromosome.copy.number"
2934,5294,13176,"chr2:110750001-110800001",3
2467,5253,13069,"chr2:111000001-111050001",3
2974,5435,13147,"chr2:111250001-111300001",3
2751,5429,13364,"chr2:111500001-111550001",3
2806,5211,13419,"chr2:111750001-111800001",3
2631,5098,13564,"chr2:112000001-112050001",3
2673,5128,13577,"chr2:112250001-112300001",3
2585,4980,13418,"chr2:112500001-112550001",3
2803,4787,13838,"chr2:112750001-112800001",3
2680,4813,13322,"chr2:113000001-113050001",3
2657,5096,13160,"chr2:113250001-113300001",3
2941,5033,13252,"chr2:113500001-113550001",3
2992,4779,13302,"chr2:113750001-113800001",3
3144,4702,13270,"chr2:114000001-114050001",3
3608,3780,13093,"chr2:114250001-114300001",3
3318,4528,13304,"chr2:114500001-114550001",3
3754,4107,13059,"chr2:114750001-114800001",3
3410,4414,13128,"chr2:115000001-115050001",3
3061,4426,13023,"chr2:115250001-115300001",3
3032,4153,12848,"chr2:115500001-115550001",3
3156,4029,12970,"chr2:115750001-115800001",3
3172,4152,13331,"chr2:116000001-116050001",3
3433,4169,13737,"chr2:116250001-116300001",3
3147,4338,13451,"chr2:116500001-116550001",3
2662,4258,13741,"chr2:116750001-116800001",3
3012,3996,13005,"chr2:117000001-117050001",3
3609,4270,13368,"chr2:117250001-117300001",3
3140,4249,12968,"chr2:117500001-117550001",3
2903,3955,13115,"chr2:117750001-117800001",3
2610,4647,12332,"chr2:118000001-118050001",3
3364,5292,11807,"chr2:118250001-118300001",3
2594,4484,13189,"chr2:118500001-118550001",3
2642,4067,12927,"chr2:118750001-118800001",3
2816,4297,12629,"chr2:119000001-119050001",3
2817,4496,12714,"chr2:119250001-119300001",3
3159,4520,12627,"chr2:119500001-119550001",3
2534,4467,13516,"chr2:119750001-119800001",3
2550,4767,13391,"chr2:120000001-120050001",3
2842,4505,13458,"chr2:120250001-120300001",3
2957,4336,13260,"chr2:120500001-120550001",3
2843,4485,13522,"chr2:120750001-120800001",3
2551,4768,13615,"chr2:121000001-121050001",3
2589,4684,13892,"chr2:121250001-121300001",3
3120,4241,13928,"chr2:121500001-121550001",3
2903,4272,13778,"chr2:121750001-121800001",3
3193,4014,13502,"chr2:122000001-122050001",3
3347,3911,13609,"chr2:122250001-122300001",3
3021,4304,13408,"chr2:122500001-122550001",3
3075,3955,13617,"chr2:122750001-122800001",3
3445,3604,13783,"chr2:123000001-123050001",3
3710,3395,13829,"chr2:123250001-123300001",3
3130,3842,13763,"chr2:123500001-123550001",3
3205,3804,13432,"chr2:123750001-123800001",3
4073,4360,14113,"chr2:124000001-124050001",3
3190,3571,13798,"chr2:124250001-124300001",3
3564,3964,13837,"chr2:124500001-124550001",3
2925,4380,13767,"chr2:124750001-124800001",3
2625,4130,13695,"chr2:125000001-125050001",3
3381,4132,13872,"chr2:125250001-125300001",3
3626,3912,13346,"chr2:125500001-125550001",3
3275,3969,13686,"chr2:125750001-125800001",3
3265,3815,13852,"chr2:126000001-126050001",3
3534,4257,13201,"chr2:126250001-126300001",3
3577,3890,12862,"chr2:126500001-126550001",3
3226,4021,14033,"chr2:126750001-126800001",3
3134,3696,14051,"chr2:127000001-127050001",3
2780,4663,14293,"chr2:127250001-127300001",3
2837,3964,14213,"chr2:127500001-127550001",3
3058,4311,14088,"chr2:127750001-127800001",3
3200,4431,13919,"chr2:128000001-128050001",3
2828,4677,13986,"chr2:128250001-128300001",3
3018,4671,13903,"chr2:128500001-128550001",3
3395,4354,13914,"chr2:128750001-128800001",3
2434,4603,12391,"chr2:129000001-129050001",3
3485,4246,13790,"chr2:129250001-129300001",3
3515,4336,13652,"chr2:129500001-129550001",3
3469,4211,13580,"chr2:129750001-129800001",3
3256,4066,13778,"chr2:130000001-130050001",3
3711,3714,13274,"chr2:130250001-130300001",3
3267,4430,13513,"chr2:130750001-130800001",3
3193,4432,13683,"chr2:131000001-131050001",3
3128,4754,13520,"chr2:131500001-131550001",3
3385,4734,13568,"chr2:131750001-131800001",3
2618,4741,12315,"chr2:132000001-132050001",3
3222,3571,14014,"chr2:132500001-132550001",3
2831,4726,13835,"chr2:132750001-132800001",3
2502,4797,13688,"chr2:133000001-133050001",3
2987,4951,13824,"chr2:133250001-133300001",3
2436,4446,12332,"chr2:133500001-133550001",3
3039,4737,13719,"chr2:133750001-133800001",3
3324,4647,13487,"chr2:134000001-134050001",3
2920,4629,13801,"chr2:134250001-134300001",3
3541,4956,13062,"chr2:134500001-134550001",3
3959,4934,12668,"chr2:134750001-134800001",3
3012,5206,13483,"chr2:135000001-135050001",3
2986,5512,13315,"chr2:135250001-135300001",3
2978,5220,13356,"chr2:135500001-135550001",3
3202,5189,13416,"chr2:135750001-135800001",3
3226,4791,13339,"chr2:136000001-136050001",3
3397,4671,13385,"chr2:136250001-136300001",3
3435,4451,13205,"chr2:136500001-136550001",3
3189,4679,12923,"chr2:136750001-136800001",3
3358,5219,12706,"chr2:137000001-137050001",3
3433,5040,12872,"chr2:137250001-137300001",3
3958,4424,12658,"chr2:137500001-137550001",3
3287,4496,13173,"chr2:137750001-137800001",3
3383,4307,12876,"chr2:138000001-138050001",3
3006,4896,13023,"chr2:138250001-138300001",3
3388,4779,13380,"chr2:138500001-138550001",3
3225,4761,13176,"chr2:138750001-138800001",3
3047,5571,12320,"chr2:139000001-139050001",3
3110,4994,12414,"chr2:139250001-139300001",3
2642,4865,12322,"chr2:139500001-139550001",3
3173,4990,12699,"chr2:139750001-139800001",3
3370,4995,12823,"chr2:140000001-140050001",3
3098,4819,13137,"chr2:140250001-140300001",3
3035,4659,12538,"chr2:140500001-140550001",3
3158,4335,12917,"chr2:140750001-140800001",3
2827,4585,12848,"chr2:141000001-141050001",3
3002,4693,12669,"chr2:141250001-141300001",3
3031,4590,12893,"chr2:141500001-141550001",3
3034,4821,12563,"chr2:141750001-141800001",3
2596,4831,13497,"chr2:142000001-142050001",3
3301,5253,11986,"chr2:142250001-142300001",3
3124,5115,11674,"chr2:142500001-142550001",3
2826,5406,12069,"chr2:142750001-142800001",3
3020,5680,12278,"chr2:143000001-143050001",3
2850,5971,12597,"chr2:143250001-143300001",3
2433,6727,11751,"chr2:143500001-143550001",3
2870,5739,12706,"chr2:143750001-143800001",3
2817,5853,12797,"chr2:144000001-144050001",3
2800,5679,12711,"chr2:144250001-144300001",3
3252,6036,12222,"chr2:144500001-144550001",3
3010,5894,12615,"chr2:144750001-144800001",3
3198,5421,12425,"chr2:145000001-145050001",3
2931,5571,12697,"chr2:145250001-145300001",3
2808,5896,12721,"chr2:145500001-145550001",3
3079,5288,12636,"chr2:145750001-145800001",3
2979,5593,12522,"chr2:146000001-146050001",3
2892,5744,12564,"chr2:146250001-146300001",3
2964,5572,12519,"chr2:146500001-146550001",3
3857,4641,12956,"chr2:146750001-146800001",3
3454,4960,12870,"chr2:147000001-147050001",3
3408,4898,13053,"chr2:147250001-147300001",3
3420,5080,12867,"chr2:147500001-147550001",3
3363,5173,12867,"chr2:147750001-147800001",3
3190,5495,13186,"chr2:148000001-148050001",3
3153,5170,13270,"chr2:148250001-148300001",3
3416,5230,12944,"chr2:148500001-148550001",3
3228,4956,13295,"chr2:148750001-148800001",3
3539,5159,12992,"chr2:149000001-149050001",3
3587,5541,12887,"chr2:149250001-149300001",3
2864,5397,12767,"chr2:149500001-149550001",3
3626,5460,13011,"chr2:149750001-149800001",3
2880,5599,13093,"chr2:150000001-150050001",3
2953,5490,12970,"chr2:150250001-150300001",3
3003,5791,12820,"chr2:150500001-150550001",3
2969,5521,13377,"chr2:150750001-150800001",3
3359,5526,13067,"chr2:151000001-151050001",3
3475,5502,12991,"chr2:151250001-151300001",3
3653,5342,12600,"chr2:151500001-151550001",3
3074,5432,13177,"chr2:151750001-151800001",3
3525,5311,12956,"chr2:152000001-152050001",3
3096,5129,12796,"chr2:152250001-152300001",3
2958,5240,12900,"chr2:152500001-152550001",3
3156,5423,12384,"chr2:152750001-152800001",3
3577,5374,12556,"chr2:153000001-153050001",3
3359,5435,12430,"chr2:153250001-153300001",3
2796,5603,12625,"chr2:153500001-153550001",3
3155,5150,12660,"chr2:153750001-153800001",3
3276,5580,11824,"chr2:154000001-154050001",3
3335,5518,11737,"chr2:154250001-154300001",3
3152,5622,12008,"chr2:154500001-154550001",3
3152,5546,11670,"chr2:154750001-154800001",3
3157,5472,12043,"chr2:155000001-155050001",3
3126,5565,12170,"chr2:155250001-155300001",3
3657,5169,11996,"chr2:155500001-155550001",3
2775,5761,11953,"chr2:155750001-155800001",3
3309,5927,12163,"chr2:156000001-156050001",3
3180,6032,12098,"chr2:156250001-156300001",3
3220,6031,12122,"chr2:156500001-156550001",3
3158,6105,11853,"chr2:156750001-156800001",3
2834,5723,12067,"chr2:157000001-157050001",3
3209,5647,12057,"chr2:157250001-157300001",3
3321,5487,12161,"chr2:157500001-157550001",3
3233,5646,12434,"chr2:157750001-157800001",3
3441,5510,11734,"chr2:158000001-158050001",3
2696,5703,11636,"chr2:158250001-158300001",3
2817,5769,11920,"chr2:158500001-158550001",3
2800,5763,12005,"chr2:158750001-158800001",3
2839,5914,12094,"chr2:159000001-159050001",3
2780,6287,12038,"chr2:159250001-159300001",3
3025,6032,11967,"chr2:159500001-159550001",3
2990,5942,12202,"chr2:159750001-159800001",3
2807,5634,12424,"chr2:160000001-160050001",3
2442,5882,12639,"chr2:160250001-160300001",3
2810,5302,12779,"chr2:160500001-160550001",3
2572,5579,12817,"chr2:160750001-160800001",3
2770,5692,12685,"chr2:161000001-161050001",3
3044,5565,12194,"chr2:161250001-161300001",3
2974,5771,11790,"chr2:161500001-161550001",3
3115,5328,12142,"chr2:161750001-161800001",3
2935,5935,11918,"chr2:162000001-162050001",3
2800,6236,11877,"chr2:162250001-162300001",3
2982,5828,11780,"chr2:162500001-162550001",3
3076,5696,12165,"chr2:162750001-162800001",3
2977,6007,11647,"chr2:163000001-163050001",3
2762,6017,11696,"chr2:163250001-163300001",3
3220,6164,11616,"chr2:163500001-163550001",3
3707,6465,11743,"chr2:163750001-163800001",3
3281,6224,11513,"chr2:164000001-164050001",3
3099,6476,11621,"chr2:164250001-164300001",3
2768,5964,11520,"chr2:164500001-164550001",3
2982,5963,11560,"chr2:164750001-164800001",3
2940,6188,11545,"chr2:165000001-165050001",3
2590,5394,11771,"chr2:165250001-165300001",3
3005,4964,12527,"chr2:165500001-165550001",3
2920,5477,12375,"chr2:165750001-165800001",3
2798,5714,12108,"chr2:166000001-166050001",3
2762,5623,12005,"chr2:166250001-166300001",3
2611,5028,11876,"chr2:166500001-166550001",3
2933,5309,11821,"chr2:166750001-166800001",3
2995,5829,11705,"chr2:167000001-167050001",3
2859,6035,11874,"chr2:167250001-167300001",3
2950,5748,11470,"chr2:167500001-167550001",3
2831,5915,11666,"chr2:167750001-167800001",3
2878,5376,12140,"chr2:168000001-168050001",3
3179,6110,11952,"chr2:168250001-168300001",3
2685,5495,11937,"chr2:168500001-168550001",3
2889,5574,11972,"chr2:168750001-168800001",3
3006,5445,11788,"chr2:169000001-169050001",3
2857,5871,11782,"chr2:169250001-169300001",3
2799,6022,11681,"chr2:169500001-169550001",3
2435,6076,11898,"chr2:169750001-169800001",3
2778,6245,11457,"chr2:170000001-170050001",3
2907,6200,11254,"chr2:170250001-170300001",3
2970,6607,12123,"chr2:170500001-170550001",3
2623,6152,11370,"chr2:170750001-170800001",3
2554,6269,11786,"chr2:171000001-171050001",3
2716,5763,11812,"chr2:171250001-171300001",3
2680,5959,11638,"chr2:171500001-171550001",3
2611,5966,11805,"chr2:171750001-171800001",3
2762,6028,11547,"chr2:172000001-172050001",3
2593,6240,12032,"chr2:172250001-172300001",3
2629,6487,11965,"chr2:172500001-172550001",3
2642,6110,12309,"chr2:172750001-172800001",3
3004,6023,12311,"chr2:173000001-173050001",3
2778,6040,12756,"chr2:173250001-173300001",3
2749,5845,12502,"chr2:173500001-173550001",3
2775,4748,12243,"chr2:174000001-174050001",3
2609,5617,12926,"chr2:174250001-174300001",3
2785,5287,12583,"chr2:174500001-174550001",3
2757,5142,12202,"chr2:174750001-174800001",3
2796,4836,12102,"chr2:175000001-175050001",3
2929,4952,13079,"chr2:175250001-175300001",3
2953,5631,12533,"chr2:175500001-175550001",3
3223,4988,12773,"chr2:175750001-175800001",3
3219,5139,12455,"chr2:176000001-176050001",3
3007,4839,12914,"chr2:176250001-176300001",3
3135,5100,11603,"chr2:176500001-176550001",3
3021,5003,12137,"chr2:176750001-176800001",3
3166,4957,12421,"chr2:177000001-177050001",3
2752,5320,12452,"chr2:177250001-177300001",3
2980,4762,12447,"chr2:177500001-177550001",3
3063,5013,11942,"chr2:177750001-177800001",3
3154,4987,12018,"chr2:178000001-178050001",3
2821,5062,12760,"chr2:178250001-178300001",3
2953,4670,12775,"chr2:178500001-178550001",3
2994,4861,12322,"chr2:178750001-178800001",3
2798,4947,12375,"chr2:179000001-179050001",3
2930,5152,12541,"chr2:179250001-179300001",3
2643,5544,12224,"chr2:179500001-179550001",3
2958,4989,12443,"chr2:180000001-180050001",3
2681,5793,12171,"chr2:180250001-180300001",3
2834,4823,12363,"chr2:180500001-180550001",3
2778,5209,12986,"chr2:180750001-180800001",3
3052,5285,12516,"chr2:181000001-181050001",3
3058,5392,12516,"chr2:181250001-181300001",3
2708,4270,13108,"chr2:181500001-181550001",3
3195,5256,13358,"chr2:181750001-181800001",3
3340,5010,12902,"chr2:182000001-182050001",3
3130,5357,13041,"chr2:182250001-182300001",3
2820,5459,12994,"chr2:182500001-182550001",3
2663,4940,12359,"chr2:182750001-182800001",3
3518,5567,12416,"chr2:183000001-183050001",3
3460,5672,12653,"chr2:183250001-183300001",3
3556,6022,12820,"chr2:183500001-183550001",3
3165,5091,12722,"chr2:183750001-183800001",3
3572,5609,12469,"chr2:184000001-184050001",3
3365,5721,12208,"chr2:184250001-184300001",3
3377,5683,12227,"chr2:184500001-184550001",3
3137,5717,12522,"chr2:184750001-184800001",3
3438,5916,12098,"chr2:185000001-185050001",3
3248,5724,12228,"chr2:185250001-185300001",3
3205,5193,12631,"chr2:185500001-185550001",3
3245,5812,12351,"chr2:185750001-185800001",3
3509,6083,11757,"chr2:186000001-186050001",3
3149,6394,11898,"chr2:186250001-186300001",3
3241,6425,12001,"chr2:186500001-186550001",3
3355,6074,12058,"chr2:186750001-186800001",3
3387,5065,11591,"chr2:187000001-187050001",3
3441,6131,12195,"chr2:187250001-187300001",3
2633,5722,11759,"chr2:187500001-187550001",3
3447,6136,12274,"chr2:187750001-187800001",3
3405,6056,12510,"chr2:188000001-188050001",3
3267,6274,12437,"chr2:188250001-188300001",3
3208,6104,12353,"chr2:188500001-188550001",3
3054,6254,12436,"chr2:188750001-188800001",3
2999,6383,12427,"chr2:189000001-189050001",3
2432,5908,12464,"chr2:189250001-189300001",3
2736,6250,12532,"chr2:189500001-189550001",3
2824,6476,12217,"chr2:189750001-189800001",3
2884,6535,12238,"chr2:190000001-190050001",3
2880,6362,12170,"chr2:190250001-190300001",3
2961,6434,11883,"chr2:190500001-190550001",3
2800,6342,11947,"chr2:190750001-190800001",3
3058,6491,11776,"chr2:191000001-191050001",3
3150,6179,11920,"chr2:191250001-191300001",3
3154,6379,11915,"chr2:191500001-191550001",3
3188,6459,12036,"chr2:191750001-191800001",3
3197,6477,11970,"chr2:192000001-192050001",3
3430,6420,11545,"chr2:192250001-192300001",3
3371,6387,11663,"chr2:192500001-192550001",3
3471,6602,11700,"chr2:192750001-192800001",3
2958,4749,13404,"chr2:193000001-193050001",3
2966,6878,11267,"chr2:193250001-193300001",3
2687,6785,11763,"chr2:193500001-193550001",3
2977,6710,11125,"chr2:193750001-193800001",3
3439,6479,11242,"chr2:194000001-194050001",3
2824,6871,11412,"chr2:194250001-194300001",3
2845,6884,11230,"chr2:194500001-194550001",3
2806,5612,12661,"chr2:194750001-194800001",3
3253,7130,11289,"chr2:195000001-195050001",3
3826,6301,10797,"chr2:195250001-195300001",3
2837,6833,11502,"chr2:195500001-195550001",3
3322,6883,12537,"chr2:195750001-195800001",3
2923,6950,11166,"chr2:196000001-196050001",3
2846,7155,11355,"chr2:196250001-196300001",3
2978,7518,11157,"chr2:196500001-196550001",3
2684,7391,11198,"chr2:196750001-196800001",3
2406,7051,10680,"chr2:197000001-197050001",3
2741,7030,11466,"chr2:197250001-197300001",3
2559,6400,11106,"chr2:197500001-197550001",3
2569,6911,11348,"chr2:197750001-197800001",3
2852,6933,10926,"chr2:198000001-198050001",3
2395,6577,12321,"chr2:198250001-198300001",3
2601,7021,10986,"chr2:198500001-198550001",3
3241,7291,12686,"chr2:198750001-198800001",3
3395,5609,12338,"chr2:199000001-199050001",3
2752,6580,11162,"chr2:199250001-199300001",3
2637,7142,11138,"chr2:199500001-199550001",3
2607,6957,11221,"chr2:199750001-199800001",3
2922,6583,11403,"chr2:200000001-200050001",3
2817,6481,11666,"chr2:200250001-200300001",3
2651,6614,11497,"chr2:200500001-200550001",3
3389,6123,12565,"chr2:200750001-200800001",3
2770,6504,11996,"chr2:201000001-201050001",3
2779,6686,11686,"chr2:201250001-201300001",3
2586,4849,12370,"chr2:201500001-201550001",3
2594,7130,11717,"chr2:201750001-201800001",3
2413,6818,11784,"chr2:202000001-202050001",3
2560,7204,11758,"chr2:202250001-202300001",3
2593,7104,11753,"chr2:202500001-202550001",3
2671,6982,11962,"chr2:202750001-202800001",3
2554,7164,11851,"chr2:203000001-203050001",3
2800,7633,11924,"chr2:203250001-203300001",3
2759,7382,11776,"chr2:203500001-203550001",3
2612,7741,11839,"chr2:203750001-203800001",3
2827,7486,11773,"chr2:204000001-204050001",3
2797,7432,11872,"chr2:204250001-204300001",3
2788,7158,11918,"chr2:204500001-204550001",3
2966,7201,11953,"chr2:204750001-204800001",3
2992,7525,11667,"chr2:205000001-205050001",3
2620,7619,11691,"chr2:205250001-205300001",3
2941,7147,11871,"chr2:205500001-205550001",3
2675,7485,11704,"chr2:205750001-205800001",3
3025,7300,11636,"chr2:206000001-206050001",3
3121,7570,11251,"chr2:206250001-206300001",3
2576,6777,11800,"chr2:206500001-206550001",3
2767,7435,10936,"chr2:206750001-206800001",3
2657,7403,11325,"chr2:207000001-207050001",3
2794,7395,11624,"chr2:207250001-207300001",3
2748,7025,12057,"chr2:207500001-207550001",3
2815,7388,11188,"chr2:207750001-207800001",3
2700,7533,11149,"chr2:208000001-208050001",3
2804,7448,11285,"chr2:208250001-208300001",3
2601,5599,11662,"chr2:208500001-208550001",3
2995,7236,11318,"chr2:208750001-208800001",3
3088,6981,11003,"chr2:209000001-209050001",3
3015,6928,11369,"chr2:209250001-209300001",3
3100,6587,11653,"chr2:209500001-209550001",3
3521,7108,11099,"chr2:209750001-209800001",3
2864,7443,11010,"chr2:210000001-210050001",3
2973,7375,11153,"chr2:210250001-210300001",3
3343,5540,11695,"chr2:210500001-210550001",3
3208,7234,11152,"chr2:210750001-210800001",3
3183,6752,11277,"chr2:211000001-211050001",3
2993,6863,11100,"chr2:211250001-211300001",3
3463,6580,11628,"chr2:211500001-211550001",3
3003,6803,11785,"chr2:211750001-211800001",3
3355,7176,11572,"chr2:212000001-212050001",3
3210,6995,11682,"chr2:212250001-212300001",3
2621,6814,11875,"chr2:212500001-212550001",3
3232,6805,12082,"chr2:212750001-212800001",3
3172,6425,12108,"chr2:213000001-213050001",3
3190,6416,12191,"chr2:213250001-213300001",3
3530,6367,12009,"chr2:213500001-213550001",3
2616,5054,12522,"chr2:213750001-213800001",3
3620,6561,12144,"chr2:214000001-214050001",3
3402,6667,12210,"chr2:214250001-214300001",3
3285,6786,12055,"chr2:214500001-214550001",3
3311,6761,11837,"chr2:214750001-214800001",3
3302,6744,11759,"chr2:215000001-215050001",3
3321,6461,12443,"chr2:215250001-215300001",3
3184,6796,12079,"chr2:215500001-215550001",3
3167,7328,12148,"chr2:215750001-215800001",3
3353,6575,11854,"chr2:216000001-216050001",3
2974,6782,11925,"chr2:216250001-216300001",3
3035,6588,11895,"chr2:216500001-216550001",3
2851,7071,12381,"chr2:216750001-216800001",3
2794,6806,12237,"chr2:217000001-217050001",3
2763,6859,12559,"chr2:217250001-217300001",3
2793,7013,12496,"chr2:217500001-217550001",3
2637,7007,12067,"chr2:217750001-217800001",3
2774,7164,12420,"chr2:218000001-218050001",3
2917,7054,12290,"chr2:218250001-218300001",3
2916,7446,12149,"chr2:218500001-218550001",3
2856,7456,11976,"chr2:218750001-218800001",3
3036,7372,11979,"chr2:219000001-219050001",3
3015,7471,12037,"chr2:219250001-219300001",3
3226,7287,11959,"chr2:219500001-219550001",3
2575,5687,11714,"chr2:219750001-219800001",3
3203,7449,11831,"chr2:220000001-220050001",3
3364,7146,12029,"chr2:220250001-220300001",3
3551,7016,12105,"chr2:220500001-220550001",3
