"chr","loc1","loc2","lg_balance","IQRs"
"chr14",81800000,97700000,-2.668,2.26
"chr14",81800000,97800000,-2.68,2.23
"chr14",81800000,97900000,-2.696,2.189
"chr14",81800000,9.8e+07,-2.69,2.231
"chr14",81800000,98100000,-2.683,2.286
"chr14",81800000,98200000,-2.685,2.282
"chr14",81800000,98300000,-2.687,2.245
"chr14",81800000,98400000,-2.686,2.285
"chr14",81800000,98500000,-2.697,2.268
"chr14",81800000,98600000,-2.716,2.211
"chr14",81800000,98700000,-2.73,2.108
"chr14",81800000,105700000,-2.958,2.096
"chr14",81800000,105800000,-2.896,2.368
"chr14",81800000,105900000,-2.792,2.828
"chr14",81800000,1.06e+08,-2.762,2.944
"chr14",81800000,106100000,-2.736,3.094
"chr14",81800000,106200000,-2.719,3.168
"chr14",81800000,106300000,-2.69,3.246
"chr14",81800000,106400000,-2.686,3.129
"chr14",81800000,106500000,-2.673,3.048
"chr14",81800000,106600000,-2.676,2.999
"chr14",81800000,106700000,-2.694,2.874
"chr14",81800000,106800000,-2.688,2.952
"chr14",81800000,106900000,-2.699,3.079
"chr14",81900000,87400000,-2.284,2.167
"chr14",81900000,87500000,-2.238,2.393
"chr14",81900000,87600000,-2.264,2.334
"chr14",81900000,87700000,-2.284,2.327
"chr14",81900000,87800000,-2.312,2.255
"chr14",81900000,87900000,-2.348,2.155
"chr14",81900000,97200000,-2.641,2.2
"chr14",81900000,97300000,-2.633,2.234
"chr14",81900000,97400000,-2.636,2.256
"chr14",81900000,97500000,-2.629,2.301
"chr14",81900000,97600000,-2.631,2.344
"chr14",81900000,97700000,-2.618,2.391
"chr14",81900000,97800000,-2.632,2.385
"chr14",81900000,97900000,-2.65,2.335
"chr14",81900000,9.8e+07,-2.645,2.367
"chr14",81900000,98100000,-2.642,2.4
"chr14",81900000,98200000,-2.646,2.416
"chr14",81900000,98300000,-2.647,2.414
"chr14",81900000,98400000,-2.654,2.36
"chr14",81900000,98500000,-2.661,2.375
"chr14",81900000,98600000,-2.667,2.374
"chr14",81900000,98700000,-2.69,2.303
"chr14",81900000,98800000,-2.709,2.179
"chr14",81900000,105700000,-2.935,2.126
"chr14",81900000,105800000,-2.872,2.477
"chr14",81900000,105900000,-2.757,2.98
"chr14",81900000,1.06e+08,-2.736,3.072
"chr14",81900000,106100000,-2.72,3.129
"chr14",81900000,106200000,-2.707,3.222
"chr14",81900000,106300000,-2.684,3.325
"chr14",81900000,106400000,-2.68,3.287
"chr14",81900000,106500000,-2.673,3.185
"chr14",81900000,106600000,-2.685,2.999
"chr14",81900000,106700000,-2.699,2.904
"chr14",81900000,106800000,-2.697,2.863
"chr14",81900000,106900000,-2.707,2.876
"chr14",8.2e+07,87300000,-2.316,2.019
"chr14",8.2e+07,87400000,-2.248,2.2
"chr14",8.2e+07,87500000,-2.202,2.399
"chr14",8.2e+07,87600000,-2.232,2.413
"chr14",8.2e+07,87700000,-2.258,2.351
"chr14",8.2e+07,87800000,-2.294,2.298
"chr14",8.2e+07,87900000,-2.335,2.19
"chr14",8.2e+07,8.8e+07,-2.401,2.001
"chr14",8.2e+07,97200000,-2.674,2.01
"chr14",8.2e+07,97300000,-2.67,2.102
"chr14",8.2e+07,97400000,-2.666,2.12
"chr14",8.2e+07,97500000,-2.651,2.205
"chr14",8.2e+07,97600000,-2.65,2.229
"chr14",8.2e+07,97700000,-2.63,2.348
"chr14",8.2e+07,97800000,-2.64,2.314
"chr14",8.2e+07,97900000,-2.646,2.337
"chr14",8.2e+07,9.8e+07,-2.644,2.354
"chr14",8.2e+07,98100000,-2.643,2.376
"chr14",8.2e+07,98200000,-2.649,2.373
"chr14",8.2e+07,98300000,-2.655,2.386
"chr14",8.2e+07,98400000,-2.666,2.35
"chr14",8.2e+07,98500000,-2.675,2.287
"chr14",8.2e+07,98600000,-2.703,2.225
"chr14",8.2e+07,98700000,-2.715,2.205
"chr14",8.2e+07,98800000,-2.733,2.153
"chr14",8.2e+07,105700000,-2.946,2.031
"chr14",8.2e+07,105800000,-2.896,2.294
"chr14",8.2e+07,105900000,-2.77,2.925
"chr14",8.2e+07,1.06e+08,-2.758,2.978
"chr14",8.2e+07,106100000,-2.736,3.075
"chr14",8.2e+07,106200000,-2.723,3.119
"chr14",8.2e+07,106300000,-2.696,3.272
"chr14",8.2e+07,106400000,-2.7,3.254
"chr14",8.2e+07,106500000,-2.69,3.246
"chr14",8.2e+07,106600000,-2.703,3.055
"chr14",8.2e+07,106700000,-2.708,2.906
"chr14",8.2e+07,106800000,-2.698,2.911
"chr14",8.2e+07,106900000,-2.701,2.847
"chr14",82100000,87300000,-2.292,2.11
"chr14",82100000,87400000,-2.232,2.256
"chr14",82100000,87500000,-2.194,2.352
"chr14",82100000,87600000,-2.224,2.337
"chr14",82100000,87700000,-2.259,2.332
"chr14",82100000,87800000,-2.297,2.238
"chr14",82100000,87900000,-2.34,2.165
"chr14",82100000,97400000,-2.687,2.041
"chr14",82100000,97500000,-2.672,2.098
"chr14",82100000,97600000,-2.671,2.136
"chr14",82100000,97700000,-2.651,2.226
"chr14",82100000,97800000,-2.652,2.273
"chr14",82100000,97900000,-2.654,2.263
"chr14",82100000,9.8e+07,-2.651,2.32
"chr14",82100000,98100000,-2.651,2.331
"chr14",82100000,98200000,-2.655,2.333
"chr14",82100000,98300000,-2.66,2.335
"chr14",82100000,98400000,-2.672,2.327
"chr14",82100000,98500000,-2.692,2.258
"chr14",82100000,98600000,-2.724,2.117
"chr14",82100000,98700000,-2.744,2.085
"chr14",82100000,98800000,-2.761,2.042
"chr14",82100000,105800000,-2.919,2.145
"chr14",82100000,105900000,-2.794,2.731
"chr14",82100000,1.06e+08,-2.776,2.902
"chr14",82100000,106100000,-2.763,2.953
"chr14",82100000,106200000,-2.742,3.048
"chr14",82100000,106300000,-2.721,3.124
"chr14",82100000,106400000,-2.727,3.131
"chr14",82100000,106500000,-2.707,3.22
"chr14",82100000,106600000,-2.719,3.116
"chr14",82100000,106700000,-2.73,2.94
"chr14",82100000,106800000,-2.706,2.912
"chr14",82100000,106900000,-2.712,2.853
"chr14",82200000,87300000,-2.281,2.139
"chr14",82200000,87400000,-2.223,2.311
"chr14",82200000,87500000,-2.18,2.403
"chr14",82200000,87600000,-2.207,2.314
"chr14",82200000,87700000,-2.244,2.281
"chr14",82200000,87800000,-2.284,2.26
"chr14",82200000,87900000,-2.339,2.117
"chr14",82200000,97600000,-2.697,2.013
"chr14",82200000,97700000,-2.677,2.115
"chr14",82200000,97800000,-2.671,2.157
"chr14",82200000,97900000,-2.677,2.183
"chr14",82200000,9.8e+07,-2.68,2.175
"chr14",82200000,98100000,-2.686,2.197
"chr14",82200000,98200000,-2.693,2.181
"chr14",82200000,98300000,-2.701,2.172
"chr14",82200000,98400000,-2.709,2.162
"chr14",82200000,98500000,-2.732,2.114
"chr14",82200000,98600000,-2.76,2.017
"chr14",82200000,105900000,-2.838,2.491
"chr14",82200000,1.06e+08,-2.819,2.624
"chr14",82200000,106100000,-2.799,2.798
"chr14",82200000,106200000,-2.782,2.871
"chr14",82200000,106300000,-2.764,2.953
"chr14",82200000,106400000,-2.768,2.92
"chr14",82200000,106500000,-2.748,3.04
"chr14",82200000,106600000,-2.764,2.967
"chr14",82200000,106700000,-2.775,2.868
"chr14",82200000,106800000,-2.765,2.792
"chr14",82200000,106900000,-2.763,2.68
"chr14",82300000,87300000,-2.27,2.191
"chr14",82300000,87400000,-2.211,2.34
"chr14",82300000,87500000,-2.173,2.453
"chr14",82300000,87600000,-2.205,2.333
"chr14",82300000,87700000,-2.247,2.202
"chr14",82300000,87800000,-2.294,2.139
"chr14",82300000,87900000,-2.354,2.056
"chr14",82300000,9.8e+07,-2.716,2.048
"chr14",82300000,98100000,-2.728,2.006
"chr14",82300000,98200000,-2.729,2.042
"chr14",82300000,98300000,-2.738,2.023
"chr14",82300000,98400000,-2.738,2.039
"chr14",82300000,105900000,-2.864,2.327
"chr14",82300000,1.06e+08,-2.856,2.415
"chr14",82300000,106100000,-2.831,2.572
"chr14",82300000,106200000,-2.801,2.789
"chr14",82300000,106300000,-2.787,2.847
"chr14",82300000,106400000,-2.793,2.824
"chr14",82300000,106500000,-2.772,2.901
"chr14",82300000,106600000,-2.784,2.878
"chr14",82300000,106700000,-2.78,2.896
"chr14",82300000,106800000,-2.773,2.88
"chr14",82300000,106900000,-2.78,2.729
"chr14",82400000,87200000,-2.331,2.048
"chr14",82400000,87300000,-2.267,2.186
"chr14",82400000,87400000,-2.216,2.351
"chr14",82400000,87500000,-2.184,2.42
"chr14",82400000,87600000,-2.219,2.321
"chr14",82400000,87700000,-2.27,2.151
"chr14",82400000,87800000,-2.32,2
"chr14",82400000,105900000,-2.885,2.169
"chr14",82400000,1.06e+08,-2.877,2.275
"chr14",82400000,106100000,-2.856,2.416
"chr14",82400000,106200000,-2.835,2.557
"chr14",82400000,106300000,-2.814,2.732
"chr14",82400000,106400000,-2.821,2.698
"chr14",82400000,106500000,-2.814,2.729
"chr14",82400000,106600000,-2.824,2.671
"chr14",82400000,106700000,-2.824,2.703
"chr14",82400000,106800000,-2.81,2.761
"chr14",82400000,106900000,-2.817,2.686
"chr14",82500000,87200000,-2.333,2.053
"chr14",82500000,87300000,-2.277,2.213
"chr14",82500000,87400000,-2.231,2.292
"chr14",82500000,87500000,-2.207,2.376
"chr14",82500000,87600000,-2.241,2.255
"chr14",82500000,87700000,-2.296,2.1
"chr14",82500000,1.06e+08,-2.911,2.061
"chr14",82500000,106100000,-2.887,2.231
"chr14",82500000,106200000,-2.865,2.378
"chr14",82500000,106300000,-2.852,2.481
"chr14",82500000,106400000,-2.861,2.527
"chr14",82500000,106500000,-2.874,2.466
"chr14",82500000,106600000,-2.879,2.442
"chr14",82500000,106700000,-2.871,2.467
"chr14",82500000,106800000,-2.866,2.515
"chr14",82500000,106900000,-2.866,2.511
"chr14",82600000,87200000,-2.326,2.042
"chr14",82600000,87300000,-2.28,2.217
"chr14",82600000,87400000,-2.248,2.301
"chr14",82600000,87500000,-2.236,2.278
"chr14",82600000,87600000,-2.268,2.198
"chr14",82600000,87700000,-2.315,2.041
"chr14",82600000,106200000,-2.92,2.093
"chr14",82600000,106300000,-2.907,2.196
"chr14",82600000,106400000,-2.908,2.24
"chr14",82600000,106500000,-2.925,2.243
"chr14",82600000,106600000,-2.928,2.226
"chr14",82600000,106700000,-2.921,2.26
"chr14",82600000,106800000,-2.916,2.27
"chr14",82600000,106900000,-2.912,2.311
"chr14",82700000,87200000,-2.329,2.021
"chr14",82700000,87300000,-2.299,2.127
"chr14",82700000,87400000,-2.276,2.228
"chr14",82700000,87500000,-2.273,2.224
"chr14",82700000,87600000,-2.304,2.077
"chr14",82800000,87400000,-2.329,2.034
"chr14",82800000,87500000,-2.334,2.048
"chr14",96900000,106700000,-2.577,2.123
"chr14",96900000,106800000,-2.593,2.157
"chr14",96900000,106900000,-2.599,2.174
"chr14",9.7e+07,105900000,-2.472,2.012
"chr14",9.7e+07,106700000,-2.539,2.139
"chr14",9.7e+07,106800000,-2.561,2.178
"chr14",9.7e+07,106900000,-2.568,2.24
"chr14",97100000,105900000,-2.427,2.184
"chr14",97100000,1.06e+08,-2.448,2.08
"chr14",97100000,106100000,-2.436,2.079
"chr14",97100000,106200000,-2.434,2.095
"chr14",97100000,106300000,-2.455,2.04
"chr14",97100000,106400000,-2.474,2.037
"chr14",97100000,106500000,-2.501,2.004
"chr14",97100000,106700000,-2.505,2.103
"chr14",97100000,106800000,-2.526,2.182
"chr14",97100000,106900000,-2.551,2.21
"chr14",97200000,105800000,-2.439,2.23
"chr14",97200000,105900000,-2.343,2.454
"chr14",97200000,1.06e+08,-2.35,2.405
"chr14",97200000,106100000,-2.35,2.356
"chr14",97200000,106200000,-2.357,2.302
"chr14",97200000,106300000,-2.375,2.261
"chr14",97200000,106400000,-2.393,2.215
"chr14",97200000,106500000,-2.426,2.176
"chr14",97200000,106600000,-2.439,2.186
"chr14",97200000,106700000,-2.448,2.202
"chr14",97200000,106800000,-2.468,2.216
"chr14",97200000,106900000,-2.494,2.282
"chr14",97300000,105800000,-2.434,2.296
"chr14",97300000,105900000,-2.329,2.555
"chr14",97300000,1.06e+08,-2.337,2.471
"chr14",97300000,106100000,-2.335,2.448
"chr14",97300000,106200000,-2.341,2.384
"chr14",97300000,106300000,-2.354,2.311
"chr14",97300000,106400000,-2.368,2.281
"chr14",97300000,106500000,-2.404,2.185
"chr14",97300000,106600000,-2.417,2.203
"chr14",97300000,106700000,-2.422,2.235
"chr14",97300000,106800000,-2.441,2.223
"chr14",97300000,106900000,-2.469,2.212
"chr14",97400000,105800000,-2.44,2.343
"chr14",97400000,105900000,-2.338,2.584
"chr14",97400000,1.06e+08,-2.338,2.527
"chr14",97400000,106100000,-2.332,2.488
"chr14",97400000,106200000,-2.339,2.439
"chr14",97400000,106300000,-2.349,2.36
"chr14",97400000,106400000,-2.36,2.294
"chr14",97400000,106500000,-2.394,2.208
"chr14",97400000,106600000,-2.402,2.189
"chr14",97400000,106700000,-2.414,2.209
"chr14",97400000,106800000,-2.43,2.213
"chr14",97400000,106900000,-2.456,2.179
"chr14",97500000,105800000,-2.44,2.355
"chr14",97500000,105900000,-2.333,2.671
"chr14",97500000,1.06e+08,-2.333,2.598
"chr14",97500000,106100000,-2.334,2.54
"chr14",97500000,106200000,-2.34,2.464
"chr14",97500000,106300000,-2.343,2.426
"chr14",97500000,106400000,-2.357,2.338
"chr14",97500000,106500000,-2.394,2.197
"chr14",97500000,106600000,-2.405,2.175
"chr14",97500000,106700000,-2.42,2.138
"chr14",97500000,106800000,-2.429,2.168
"chr14",97500000,106900000,-2.456,2.136
"chr14",97600000,105800000,-2.441,2.36
"chr14",97600000,105900000,-2.34,2.666
"chr14",97600000,1.06e+08,-2.333,2.672
"chr14",97600000,106100000,-2.332,2.602
"chr14",97600000,106200000,-2.34,2.522
"chr14",97600000,106300000,-2.343,2.456
"chr14",97600000,106400000,-2.355,2.391
"chr14",97600000,106500000,-2.396,2.229
"chr14",97600000,106600000,-2.405,2.168
"chr14",97600000,106700000,-2.428,2.112
"chr14",97600000,106800000,-2.437,2.09
"chr14",97600000,106900000,-2.459,2.083
"chr14",97700000,105800000,-2.428,2.375
"chr14",97700000,105900000,-2.334,2.692
"chr14",97700000,1.06e+08,-2.326,2.71
"chr14",97700000,106100000,-2.32,2.713
"chr14",97700000,106200000,-2.327,2.615
"chr14",97700000,106300000,-2.329,2.555
"chr14",97700000,106400000,-2.345,2.45
"chr14",97700000,106500000,-2.38,2.319
"chr14",97700000,106600000,-2.393,2.236
"chr14",97700000,106700000,-2.416,2.137
"chr14",97700000,106800000,-2.426,2.118
"chr14",97700000,106900000,-2.447,2.062
"chr14",97800000,105800000,-2.43,2.359
"chr14",97800000,105900000,-2.334,2.667
"chr14",97800000,1.06e+08,-2.328,2.712
"chr14",97800000,106100000,-2.321,2.725
"chr14",97800000,106200000,-2.327,2.691
"chr14",97800000,106300000,-2.328,2.612
"chr14",97800000,106400000,-2.341,2.519
"chr14",97800000,106500000,-2.371,2.375
"chr14",97800000,106600000,-2.381,2.317
"chr14",97800000,106700000,-2.399,2.22
"chr14",97800000,106800000,-2.41,2.154
"chr14",97800000,106900000,-2.43,2.106
"chr14",97900000,105800000,-2.415,2.405
"chr14",97900000,105900000,-2.322,2.691
"chr14",97900000,1.06e+08,-2.318,2.716
"chr14",97900000,106100000,-2.314,2.754
"chr14",97900000,106200000,-2.321,2.727
"chr14",97900000,106300000,-2.326,2.694
"chr14",97900000,106400000,-2.333,2.598
"chr14",97900000,106500000,-2.363,2.453
"chr14",97900000,106600000,-2.372,2.369
"chr14",97900000,106700000,-2.388,2.296
"chr14",97900000,106800000,-2.397,2.225
"chr14",97900000,106900000,-2.42,2.124
"chr14",9.8e+07,105800000,-2.407,2.408
"chr14",9.8e+07,105900000,-2.32,2.695
"chr14",9.8e+07,1.06e+08,-2.313,2.719
"chr14",9.8e+07,106100000,-2.31,2.741
"chr14",9.8e+07,106200000,-2.315,2.753
"chr14",9.8e+07,106300000,-2.326,2.709
"chr14",9.8e+07,106400000,-2.34,2.649
"chr14",9.8e+07,106500000,-2.367,2.495
"chr14",9.8e+07,106600000,-2.375,2.417
"chr14",9.8e+07,106700000,-2.397,2.298
"chr14",9.8e+07,106800000,-2.4,2.263
"chr14",9.8e+07,106900000,-2.422,2.153
"chr14",98100000,105800000,-2.4,2.448
"chr14",98100000,105900000,-2.312,2.7
"chr14",98100000,1.06e+08,-2.302,2.752
"chr14",98100000,106100000,-2.302,2.753
"chr14",98100000,106200000,-2.304,2.761
"chr14",98100000,106300000,-2.311,2.765
"chr14",98100000,106400000,-2.324,2.715
"chr14",98100000,106500000,-2.355,2.604
"chr14",98100000,106600000,-2.364,2.506
"chr14",98100000,106700000,-2.388,2.381
"chr14",98100000,106800000,-2.394,2.305
"chr14",98100000,106900000,-2.413,2.224
"chr14",98200000,105800000,-2.389,2.464
"chr14",98200000,105900000,-2.299,2.758
"chr14",98200000,1.06e+08,-2.296,2.75
"chr14",98200000,106100000,-2.291,2.785
"chr14",98200000,106200000,-2.294,2.779
"chr14",98200000,106300000,-2.309,2.743
"chr14",98200000,106400000,-2.321,2.733
"chr14",98200000,106500000,-2.356,2.618
"chr14",98200000,106600000,-2.365,2.575
"chr14",98200000,106700000,-2.383,2.448
"chr14",98200000,106800000,-2.398,2.352
"chr14",98200000,106900000,-2.419,2.232
"chr14",98300000,105800000,-2.399,2.417
"chr14",98300000,105900000,-2.301,2.738
"chr14",98300000,1.06e+08,-2.302,2.751
"chr14",98300000,106100000,-2.301,2.734
"chr14",98300000,106200000,-2.301,2.756
"chr14",98300000,106300000,-2.314,2.715
"chr14",98300000,106400000,-2.329,2.683
"chr14",98300000,106500000,-2.36,2.611
"chr14",98300000,106600000,-2.371,2.571
"chr14",98300000,106700000,-2.383,2.518
"chr14",98300000,106800000,-2.397,2.405
"chr14",98300000,106900000,-2.421,2.282
"chr14",98400000,105800000,-2.388,2.497
"chr14",98400000,105900000,-2.298,2.732
"chr14",98400000,1.06e+08,-2.302,2.734
"chr14",98400000,106100000,-2.303,2.746
"chr14",98400000,106200000,-2.305,2.72
"chr14",98400000,106300000,-2.316,2.708
"chr14",98400000,106400000,-2.329,2.669
"chr14",98400000,106500000,-2.369,2.557
"chr14",98400000,106600000,-2.379,2.551
"chr14",98400000,106700000,-2.39,2.512
"chr14",98400000,106800000,-2.405,2.451
"chr14",98400000,106900000,-2.423,2.329
"chr14",98500000,105700000,-2.547,2.034
"chr14",98500000,105800000,-2.378,2.544
"chr14",98500000,105900000,-2.29,2.804
"chr14",98500000,1.06e+08,-2.291,2.752
"chr14",98500000,106100000,-2.293,2.76
"chr14",98500000,106200000,-2.303,2.748
"chr14",98500000,106300000,-2.32,2.677
"chr14",98500000,106400000,-2.329,2.669
"chr14",98500000,106500000,-2.363,2.566
"chr14",98500000,106600000,-2.374,2.543
"chr14",98500000,106700000,-2.389,2.52
"chr14",98500000,106800000,-2.402,2.474
"chr14",98500000,106900000,-2.413,2.426
"chr14",98600000,105700000,-2.536,2.066
"chr14",98600000,105800000,-2.372,2.597
"chr14",98600000,105900000,-2.283,2.849
"chr14",98600000,1.06e+08,-2.288,2.812
"chr14",98600000,106100000,-2.288,2.762
"chr14",98600000,106200000,-2.3,2.741
"chr14",98600000,106300000,-2.322,2.69
"chr14",98600000,106400000,-2.34,2.613
"chr14",98600000,106500000,-2.38,2.511
"chr14",98600000,106600000,-2.396,2.464
"chr14",98600000,106700000,-2.412,2.426
"chr14",98600000,106800000,-2.429,2.396
"chr14",98600000,106900000,-2.445,2.342
"chr14",98700000,105700000,-2.514,2.086
"chr14",98700000,105800000,-2.361,2.631
"chr14",98700000,105900000,-2.275,2.91
"chr14",98700000,1.06e+08,-2.287,2.836
"chr14",98700000,106100000,-2.289,2.81
"chr14",98700000,106200000,-2.306,2.707
"chr14",98700000,106300000,-2.328,2.653
"chr14",98700000,106400000,-2.344,2.621
"chr14",98700000,106500000,-2.381,2.488
"chr14",98700000,106600000,-2.401,2.448
"chr14",98700000,106700000,-2.409,2.423
"chr14",98700000,106800000,-2.433,2.358
"chr14",98700000,106900000,-2.446,2.345
"chr14",98800000,105700000,-2.508,2.002
"chr14",98800000,105800000,-2.364,2.563
"chr14",98800000,105900000,-2.275,2.909
"chr14",98800000,1.06e+08,-2.29,2.86
"chr14",98800000,106100000,-2.293,2.817
"chr14",98800000,106200000,-2.313,2.732
"chr14",98800000,106300000,-2.339,2.605
"chr14",98800000,106400000,-2.353,2.576
"chr14",98800000,106500000,-2.382,2.502
"chr14",98800000,106600000,-2.402,2.425
"chr14",98800000,106700000,-2.406,2.432
"chr14",98800000,106800000,-2.425,2.372
"chr14",98800000,106900000,-2.431,2.365
"chr14",98900000,105800000,-2.384,2.385
"chr14",98900000,105900000,-2.317,2.715
"chr14",98900000,1.06e+08,-2.336,2.714
"chr14",98900000,106100000,-2.345,2.685
"chr14",98900000,106200000,-2.367,2.581
"chr14",98900000,106300000,-2.392,2.484
"chr14",98900000,106400000,-2.406,2.397
"chr14",98900000,106500000,-2.431,2.335
"chr14",98900000,106600000,-2.447,2.301
"chr14",98900000,106700000,-2.447,2.286
"chr14",98900000,106800000,-2.454,2.284
"chr14",98900000,106900000,-2.459,2.27
"chr14",9.9e+07,105800000,-2.413,2.254
"chr14",9.9e+07,105900000,-2.363,2.451
"chr14",9.9e+07,1.06e+08,-2.378,2.52
"chr14",9.9e+07,106100000,-2.388,2.543
"chr14",9.9e+07,106200000,-2.415,2.457
"chr14",9.9e+07,106300000,-2.44,2.348
"chr14",9.9e+07,106400000,-2.45,2.3
"chr14",9.9e+07,106500000,-2.481,2.165
"chr14",9.9e+07,106600000,-2.498,2.127
"chr14",9.9e+07,106700000,-2.503,2.128
"chr14",9.9e+07,106800000,-2.512,2.087
"chr14",9.9e+07,106900000,-2.512,2.103
"chr14",99100000,105900000,-2.465,2.096
"chr14",99100000,1.06e+08,-2.48,2.089
"chr14",99100000,106100000,-2.487,2.173
"chr14",99100000,106200000,-2.514,2.135
"chr14",99100000,106300000,-2.545,2.04
